t,x,y,label
138,559.61,3.188,0
139,561.268,4.823,0
140,562.925,6.458,0
141,564.583,8.094,0
142,566.24,9.729,0
143,567.898,11.364,0
144,569.555,12.999,0
145,571.213,14.634,0
146,572.87,16.27,0
147,574.528,17.905,0
148,576.185,19.54,0
149,577.843,21.175,0
150,579.5,22.811,0
151,581.158,24.446,0
152,582.815,26.081,0
153,584.473,27.716,0
154,586.13,29.351,0
155,587.788,30.987,0
156,589.445,32.622,0
157,591.103,34.257,0
158,592.783,36.067,0
159,594.463,37.876,0
160,596.144,39.686,0
161,597.824,41.495,0
162,599.504,43.305,0
163,601.184,45.114,0
164,602.864,46.924,0
165,604.545,48.734,0
166,606.225,50.543,0
167,607.905,52.353,0
168,609.585,54.162,0
169,611.265,55.972,0
170,612.946,57.782,0
171,614.626,59.591,0
172,616.306,61.401,0
173,617.986,63.21,0
174,619.667,65.02,0
175,621.347,66.829,0
176,623.027,68.639,0
177,624.707,70.449,0
178,626.387,72.258,0
179,628.068,74.068,0
180,629.748,75.877,0
181,631.428,77.687,0
182,633.142,79.253,0
183,634.856,80.819,0
184,636.57,82.385,0
185,638.284,83.951,0
186,639.998,85.517,0
187,641.712,87.083,0
188,643.426,88.649,0
189,645.139,90.215,0
190,646.853,91.781,0
191,648.567,93.347,0
192,650.281,94.913,0
193,651.995,96.479,0
194,653.709,98.045,0
195,655.423,99.611,0
196,657.137,101.176,0
197,658.851,102.742,0
198,660.565,104.308,0
199,662.279,105.874,0
200,663.993,107.44,0
201,665.707,109.006,0
202,667.42,110.572,0
203,669.134,112.138,0
204,670.848,113.704,0
205,672.562,115.27,0
206,674.276,116.836,0
207,675.99,118.402,0
208,677.704,119.968,0
209,679.418,121.534,0
210,681.134,123.094,0
211,682.849,124.655,0
212,684.565,126.215,0
213,686.28,127.775,0
214,687.996,129.335,0
215,689.711,130.896,0
216,691.427,132.456,0
217,693.142,134.016,0
218,694.858,135.576,0
219,696.573,137.137,0
220,698.289,138.697,0
221,700.005,140.257,0
222,701.72,141.818,0
223,703.436,143.378,0
224,705.151,144.938,0
225,706.867,146.498,0
226,708.582,148.059,0
227,710.298,149.619,0
228,712.013,151.179,0
229,713.729,152.739,0
230,715.444,154.3,0
231,717.16,155.86,0
232,718.884,157.385,0
233,720.609,158.91,0
234,722.333,160.435,0
235,724.057,161.961,0
236,725.781,163.486,0
237,727.506,165.011,0
238,729.23,166.536,0
239,730.954,168.061,0
240,732.678,169.586,0
241,734.403,171.111,0
242,736.127,172.636,0
243,737.851,174.162,0
244,739.575,175.687,0
245,741.3,177.212,0
246,743.024,178.737,0
247,744.748,180.262,0
248,746.472,181.787,0
249,748.197,183.312,0
250,749.921,184.837,0
251,751.645,186.363,0
252,753.369,187.888,0
253,755.094,189.413,0
254,756.818,190.938,0
255,758.615,192.507,0
256,760.411,194.075,0
257,762.208,195.644,0
258,764.005,197.213,0
259,765.801,198.781,0
260,767.598,200.35,0
261,769.395,201.919,0
262,771.192,203.488,0
263,772.988,205.056,0
264,774.785,206.625,0
265,776.582,208.194,0
266,778.378,209.762,0
267,780.175,211.331,0
268,781.972,212.9,0
269,783.768,214.468,0
270,785.565,216.037,0
271,787.362,217.606,0
272,789.159,219.175,0
273,790.955,220.743,0
274,792.752,222.312,0
275,794.549,223.881,0
276,796.345,225.449,0
277,798.142,227.018,0
278,799.881,228.608,0
279,801.619,230.199,0
280,803.358,231.789,0
281,805.097,233.38,0
282,806.836,234.97,0
283,808.574,236.561,0
284,810.313,238.151,0
285,812.052,239.742,0
286,813.791,241.332,0
287,815.529,242.923,0
288,817.268,244.513,0
289,819.007,246.104,0
290,820.746,247.694,0
291,822.484,249.285,0
292,824.223,250.875,0
293,825.962,252.466,0
294,827.701,254.056,0
295,829.439,255.647,0
296,831.178,257.237,0
297,832.917,258.828,0
298,834.656,260.418,0
299,836.394,262.009,0
300,838.133,263.599,0
