t,x,y,label
1,835.414,339.606,1
2,839.832,338.605,1
3,844.25,337.604,1
4,848.668,336.603,1
5,853.086,335.602,1
6,857.503,334.602,1
7,861.921,333.601,1
8,866.339,332.6,1
9,870.757,331.599,1
10,875.175,330.598,1
11,878.158,330.509,1
12,881.141,330.419,1
13,884.124,330.33,1
14,887.107,330.241,1
15,890.09,330.151,1
16,893.073,330.062,1
17,896.056,329.972,1
18,899.039,329.883,1
19,902.022,329.794,1
20,905.005,329.704,1
21,907.988,329.615,1
22,910.971,329.526,1
23,913.954,329.436,1
24,916.937,329.347,1
25,922.072,331.043,1
26,927.208,332.739,1
27,932.343,334.435,1
28,937.479,336.132,1
29,942.614,337.828,1
30,947.75,339.524,1
31,952.885,341.22,1
32,955.282,345.061,1
33,957.678,348.902,1
34,960.075,352.743,1
35,964.389,362.439,1
36,968.702,372.135,1
37,973.572,376.2,1
38,978.442,380.265,1
39,983.312,384.33,1
40,988.182,388.396,1
41,993.052,392.461,1
42,997.922,396.526,1
43,1002.792,400.591,1
44,1008.877,405.595,1
45,1014.962,410.6,1
46,1021.047,415.604,1
