t,x,y,label
152,200.079,18.229,0
153,203.235,21.496,0
154,206.39,24.762,0
155,209.546,28.029,0
156,212.701,31.296,0
157,215.857,34.562,0
158,219.012,37.829,0
159,222.168,41.096,0
160,225.323,44.362,0
161,228.479,47.629,0
162,231.634,50.896,0
163,234.79,54.162,0
164,237.945,57.429,0
165,241.101,60.696,0
166,244.256,63.962,0
167,247.412,67.229,0
168,250.981,70.386,0
169,254.549,73.543,0
170,258.118,76.7,0
171,261.687,79.857,0
172,265.255,83.013,0
173,268.824,86.17,0
174,272.393,89.327,0
175,275.961,92.484,0
176,279.53,95.641,0
177,283.098,98.798,0
178,286.667,101.955,0
179,290.236,105.112,0
180,293.804,108.268,0
181,297.373,111.425,0
182,300.942,114.582,0
183,304.51,117.739,0
184,308.079,120.896,0
185,311.492,123.936,0
186,314.906,126.976,0
187,318.319,130.016,0
188,321.732,133.056,0
189,325.146,136.096,0
190,328.559,139.136,0
191,331.972,142.176,0
192,335.386,145.216,0
193,338.799,148.256,0
194,342.212,151.296,0
195,345.626,154.336,0
196,349.039,157.376,0
197,352.452,160.416,0
198,355.865,163.456,0
199,359.279,166.496,0
200,362.692,169.536,0
201,366.105,172.576,0
202,369.519,175.616,0
203,372.932,178.656,0
204,376.345,181.696,0
205,379.759,184.736,0
206,383.172,187.776,0
207,386.585,190.816,0
208,389.999,193.856,0
209,393.412,196.896,0
210,396.977,199.621,0
211,400.542,202.345,0
212,404.108,205.07,0
213,407.673,207.795,0
214,411.238,210.519,0
215,414.803,213.244,0
216,418.369,215.969,0
217,421.934,218.693,0
218,425.499,221.418,0
219,429.064,224.143,0
220,432.629,226.867,0
221,436.195,229.592,0
222,439.76,232.316,0
223,443.325,235.041,0
224,446.89,237.766,0
225,450.455,240.49,0
226,454.021,243.215,0
227,457.586,245.94,0
228,461.151,248.664,0
229,464.716,251.389,0
230,468.282,254.114,0
231,471.847,256.838,0
232,475.412,259.563,0
233,479.079,262.257,0
234,482.745,264.952,0
235,486.412,267.646,0
236,490.079,270.341,0
237,493.745,273.035,0
238,497.412,275.73,0
239,501.079,278.424,0
240,504.745,281.119,0
241,508.412,283.813,0
242,512.079,286.508,0
243,515.745,289.202,0
244,519.412,291.897,0
245,523.079,294.591,0
246,526.745,297.285,0
247,530.412,299.98,0
248,534.079,302.674,0
249,537.745,305.369,0
250,541.412,308.063,0
251,545.079,310.758,0
252,548.745,313.452,0
253,552.412,316.147,0
254,556.079,318.841,0
255,559.745,321.536,0
256,563.412,324.23,0
257,567.15,326.73,0
258,570.888,329.23,0
259,574.626,331.73,0
260,578.364,334.23,0
261,582.103,336.73,0
262,585.841,339.23,0
263,589.579,341.73,0
264,593.317,344.23,0
265,597.055,346.73,0
266,600.793,349.23,0
267,604.531,351.73,0
268,608.269,354.23,0
269,612.007,356.73,0
270,615.745,359.23,0
271,619.484,361.73,0
272,623.222,364.23,0
273,626.96,366.73,0
274,630.698,369.23,0
275,634.436,371.73,0
276,638.174,374.23,0
277,641.912,376.73,0
278,645.65,379.23,0
279,649.388,381.73,0
280,653.127,384.23,0
281,656.865,386.73,0
282,660.603,389.23,0
283,664.341,391.73,0
284,668.079,394.23,0
285,671.871,396.605,0
286,675.662,398.98,0
287,679.454,401.355,0
288,683.246,403.73,0
289,687.037,406.105,0
290,690.829,408.48,0
291,694.621,410.855,0
292,698.412,413.23,0
293,702.204,415.605,0
294,705.996,417.98,0
295,709.788,420.355,0
296,713.579,422.73,0
297,717.371,425.105,0
298,721.163,427.48,0
299,724.954,429.855,0
300,728.746,432.23,0
