t,x,y,label
229,1017.72,1007.12,1
230,1016.053,1005.453,1
231,1014.275,1004.342,1
232,1012.498,1003.231,1
233,1010.72,1002.12,1
234,1008.053,1000.12,1
235,1005.497,999.009,1
236,1002.942,997.898,1
237,1000.386,996.787,1
238,998.053,995.454,1
239,995.719,994.12,1
240,994.719,992.12,1
241,992.052,990.898,1
242,989.386,989.675,1
243,986.719,988.453,1
244,984.941,987.564,1
245,983.164,986.675,1
246,981.386,985.786,1
247,979.386,986.119,1
248,977.386,986.453,1
249,975.386,986.786,1
250,973.497,985.342,1
251,971.608,983.897,1
252,969.719,982.453,1
253,967.052,981.564,1
254,964.386,980.675,1
255,961.719,979.786,1
256,959.052,978.786,1
257,956.386,977.786,1
258,953.719,976.786,1
259,951.053,975.786,1
260,948.386,974.786,1
261,944.969,973.286,1
262,941.553,971.786,1
263,938.136,970.286,1
264,934.719,968.786,1
265,932.719,967.953,1
266,930.719,967.12,1
267,928.719,966.286,1
268,926.719,965.453,1
269,924.386,963.786,1
270,922.052,962.12,1
271,919.719,960.453,1
272,917.802,959.953,1
273,915.886,959.453,1
274,913.969,958.953,1
275,912.052,958.453,1
276,909.385,958.009,1
277,906.719,957.564,1
278,904.052,957.12,1
279,903.608,954.898,1
280,903.163,952.675,1
281,902.719,950.453,1
282,901.163,949.009,1
283,899.608,947.564,1
284,898.052,946.12,1
285,897.052,944.787,1
286,896.052,943.453,1
287,895.052,942.12,1
288,893.83,941.009,1
289,892.607,939.898,1
290,891.385,938.787,1
291,890.635,938.037,1
292,889.885,937.287,1
293,889.135,936.537,1
294,888.385,935.787,1
295,886.218,934.62,1
296,884.052,933.454,1
297,881.885,932.287,1
298,879.718,931.12,1
299,879.885,933.787,1
300,880.052,936.454,1
