t,x,y,label
152,3.0,144.0,1
153,7.0,143.0,1
154,10.0,144.0,1
155,14.0,145.0,1
156,16.0,147.0,1
157,17.0,150.0,1
158,18.0,154.0,1
159,17.0,159.0,1
160,16.0,163.0,1
161,16.0,167.0,1
162,16.0,169.0,1
163,16.0,173.0,1
164,17.0,174.0,1
165,18.0,175.0,1
166,20.0,176.0,1
167,23.0,175.0,1
168,24.0,176.0,1
169,27.0,178.0,1
170,28.0,179.0,1
171,29.0,180.0,1
172,29.0,179.0,1
173,28.0,180.0,1
174,26.0,180.0,1
175,22.0,181.0,1
176,21.0,182.0,1
177,18.0,184.0,1
178,15.0,186.0,1
179,12.0,187.0,1
180,9.0,189.0,1
181,5.0,192.0,1
182,2.0,193.0,1
183,0.0,196.0,1
