t,x,y,label
129,1.0,86.0,0
130,2.0,87.0,0
131,3.0,88.0,0
132,5.0,89.0,0
133,6.0,91.0,0
134,6.0,92.0,0
135,8.0,93.0,0
136,9.0,93.0,0
137,10.0,94.0,0
138,12.0,95.0,0
139,13.0,95.0,0
140,14.0,96.0,0
141,16.0,96.0,0
142,17.0,97.0,0
143,17.0,98.0,0
144,18.0,99.0,0
145,20.0,100.0,0
146,20.0,102.0,0
147,21.0,102.0,0
148,21.0,104.0,0
149,22.0,105.0,0
150,23.0,106.0,0
151,24.0,106.0,0
152,25.0,108.0,0
153,25.0,108.0,0
154,27.0,110.0,0
155,27.0,111.0,0
156,28.0,112.0,0
157,28.0,113.0,0
158,29.0,114.0,0
159,31.0,115.0,0
160,31.0,116.0,0
161,33.0,117.0,0
162,34.0,118.0,0
163,35.0,118.0,0
164,36.0,119.0,0
165,37.0,120.0,0
166,38.0,122.0,0
167,40.0,123.0,0
168,41.0,124.0,0
169,43.0,125.0,0
170,43.0,125.0,0
171,44.0,126.0,0
172,44.0,127.0,0
173,45.0,129.0,0
174,47.0,130.0,0
175,48.0,130.0,0
176,48.0,131.0,0
177,48.0,133.0,0
178,49.0,134.0,0
179,51.0,135.0,0
180,52.0,136.0,0
181,53.0,137.0,0
182,55.0,138.0,0
183,56.0,139.0,0
184,58.0,139.0,0
185,58.0,141.0,0
186,59.0,142.0,0
187,60.0,143.0,0
188,61.0,144.0,0
189,62.0,145.0,0
190,64.0,146.0,0
191,65.0,147.0,0
192,66.0,148.0,0
193,67.0,149.0,0
194,68.0,151.0,0
195,69.0,152.0,0
196,69.0,153.0,0
197,70.0,154.0,0
198,71.0,156.0,0
199,71.0,156.0,0
200,72.0,157.0,0
201,73.0,157.0,0
202,74.0,159.0,0
203,75.0,161.0,0
204,76.0,162.0,0
205,77.0,164.0,0
206,79.0,165.0,0
207,79.0,166.0,0
208,80.0,166.0,0
209,81.0,166.0,0
210,82.0,168.0,0
211,83.0,169.0,0
212,84.0,169.0,0
213,85.0,169.0,0
214,85.0,170.0,0
215,87.0,172.0,0
216,88.0,173.0,0
217,89.0,173.0,0
218,91.0,174.0,0
219,91.0,175.0,0
220,92.0,177.0,0
221,94.0,178.0,0
222,95.0,179.0,0
223,96.0,180.0,0
224,98.0,181.0,0
225,98.0,181.0,0
226,100.0,182.0,0
227,101.0,184.0,0
228,103.0,185.0,0
229,104.0,186.0,0
230,106.0,188.0,0
231,106.0,189.0,0
232,107.0,190.0,0
233,108.0,192.0,0
234,109.0,192.0,0
235,109.0,193.0,0
236,110.0,195.0,0
237,111.0,195.0,0
238,112.0,196.0,0
239,113.0,197.0,0
240,115.0,197.0,0
241,116.0,199.0,0
242,117.0,200.0,0
243,118.0,201.0,0
244,119.0,202.0,0
245,120.0,204.0,0
246,121.0,205.0,0
247,121.0,206.0,0
248,122.0,207.0,0
249,124.0,207.0,0
250,124.0,209.0,0
251,125.0,210.0,0
252,126.0,211.0,0
253,127.0,211.0,0
254,128.0,213.0,0
255,129.0,213.0,0
256,131.0,214.0,0
257,132.0,214.0,0
258,134.0,215.0,0
259,134.0,216.0,0
260,136.0,218.0,0
261,137.0,219.0,0
262,139.0,219.0,0
263,139.0,220.0,0
264,141.0,221.0,0
265,141.0,221.0,0
266,142.0,223.0,0
267,143.0,224.0,0
268,144.0,225.0,0
269,146.0,226.0,0
270,147.0,227.0,0
271,148.0,228.0,0
272,149.0,229.0,0
273,150.0,231.0,0
274,151.0,232.0,0
275,153.0,234.0,0
276,154.0,235.0,0
277,154.0,235.0,0
278,155.0,235.0,0
279,155.0,236.0,0
280,157.0,237.0,0
281,158.0,239.0,0
282,160.0,240.0,0
283,160.0,241.0,0
284,160.0,242.0,0
285,161.0,242.0,0
286,162.0,243.0,0
287,163.0,244.0,0
288,164.0,245.0,0
289,165.0,246.0,0
290,166.0,247.0,0
291,167.0,248.0,0
292,168.0,249.0,0
293,169.0,251.0,0
294,170.0,252.0,0
295,171.0,253.0,0
296,172.0,254.0,0
297,173.0,254.0,0
298,174.0,255.0,0
299,175.0,256.0,0
300,176.0,257.0,0
