t,x,y,label
0,217.0,324.0,1
1,218.0,326.0,1
2,219.0,327.0,1
3,222.0,329.0,1
4,223.0,331.0,1
5,224.0,335.0,1
6,225.0,336.0,1
7,225.0,338.0,1
8,225.0,336.0,1
9,224.0,335.0,1
10,222.0,334.0,1
11,223.0,334.0,1
12,222.0,334.0,1
13,223.0,336.0,1
14,223.0,338.0,1
15,223.0,339.0,1
16,223.0,340.0,1
17,224.0,342.0,1
18,224.0,345.0,1
19,225.0,349.0,1
20,225.0,353.0,1
21,228.0,357.0,1
22,230.0,359.0,1
23,232.0,364.0,1
24,234.0,369.0,1
25,237.0,374.0,1
26,240.0,380.0,1
27,242.0,387.0,1
28,245.0,392.0,1
29,249.0,399.0,1
30,252.0,406.0,1
31,255.0,412.0,1
32,256.0,418.0,1
33,256.0,422.0,1
34,258.0,426.0,1
35,258.0,429.0,1
36,259.0,434.0,1
37,261.0,437.0,1
38,266.0,441.0,1
39,270.0,445.0,1
40,276.0,449.0,1
41,280.0,451.0,1
42,284.0,454.0,1
43,287.0,458.0,1
44,291.0,461.0,1
45,292.0,463.0,1
46,293.0,465.0,1
47,294.0,468.0,1
48,297.0,471.0,1
49,300.0,476.0,1
50,302.0,481.0,1
51,306.0,487.0,1
52,309.0,491.0,1
53,313.0,494.0,1
54,316.0,497.0,1
55,318.0,501.0,1
56,320.0,506.0,1
57,322.0,511.0,1
58,324.0,515.0,1
59,324.0,518.0,1
60,325.0,522.0,1
61,324.0,524.0,1
62,323.0,527.0,1
63,324.0,529.0,1
64,324.0,530.0,1
65,322.0,532.0,1
66,322.0,533.0,1
67,323.0,535.0,1
68,326.0,534.0,1
69,329.0,535.0,1
70,328.0,536.0,1
71,328.0,538.0,1
72,329.0,538.0,1
73,329.0,537.0,1
74,329.0,536.0,1
75,331.0,537.0,1
76,332.0,540.0,1
77,332.0,543.0,1
78,332.0,546.0,1
79,333.0,549.0,1
80,334.0,553.0,1
81,336.0,555.0,1
82,337.0,558.0,1
83,338.0,557.0,1
84,339.0,556.0,1
85,339.0,555.0,1
86,340.0,555.0,1
87,338.0,554.0,1
88,337.0,553.0,1
89,335.0,552.0,1
90,333.0,552.0,1
91,331.0,553.0,1
92,328.0,552.0,1
93,326.0,551.0,1
94,322.0,551.0,1
95,319.0,551.0,1
96,317.0,552.0,1
97,315.0,553.0,1
98,313.0,554.0,1
99,310.0,557.0,1
100,308.0,558.0,1
101,305.0,560.0,1
102,303.0,562.0,1
103,302.0,562.0,1
104,301.0,563.0,1
105,301.0,563.0,1
106,301.0,564.0,1
107,300.0,565.0,1
108,301.0,565.0,1
109,303.0,566.0,1
110,306.0,566.0,1
111,307.0,567.0,1
112,307.0,568.0,1
113,308.0,569.0,1
114,309.0,571.0,1
115,309.0,573.0,1
116,309.0,576.0,1
117,309.0,579.0,1
118,308.0,582.0,1
119,308.0,585.0,1
120,308.0,586.0,1
121,309.0,589.0,1
122,311.0,590.0,1
123,313.0,592.0,1
124,316.0,594.0,1
125,318.0,597.0,1
126,319.0,598.0,1
127,322.0,601.0,1
128,324.0,603.0,1
129,327.0,608.0,1
130,329.0,609.0,1
131,332.0,609.0,1
132,335.0,610.0,1
133,338.0,610.0,1
134,340.0,611.0,1
135,341.0,610.0,1
136,344.0,610.0,1
137,347.0,608.0,1
138,351.0,607.0,1
139,354.0,605.0,1
140,356.0,605.0,1
141,358.0,603.0,1
142,357.0,600.0,1
143,357.0,598.0,1
144,358.0,596.0,1
145,358.0,594.0,1
146,359.0,591.0,1
147,358.0,587.0,1
148,356.0,584.0,1
149,354.0,582.0,1
150,351.0,578.0,1
151,349.0,576.0,1
152,345.0,571.0,1
153,343.0,566.0,1
154,341.0,561.0,1
155,341.0,555.0,1
156,341.0,551.0,1
157,339.0,547.0,1
158,338.0,543.0,1
159,337.0,539.0,1
160,336.0,534.0,1
161,335.0,531.0,1
162,334.0,527.0,1
163,333.0,523.0,1
164,332.0,518.0,1
165,332.0,514.0,1
166,332.0,511.0,1
167,332.0,507.0,1
