t,x,y,label
63,0.0,165.0,0
64,1.0,166.0,0
65,2.0,167.0,0
66,3.0,167.0,0
67,4.0,167.0,0
68,5.0,168.0,0
69,7.0,170.0,0
70,8.0,170.0,0
71,8.0,171.0,0
72,8.0,172.0,0
73,10.0,173.0,0
74,11.0,173.0,0
75,12.0,174.0,0
76,13.0,175.0,0
77,14.0,175.0,0
78,15.0,176.0,0
79,15.0,177.0,0
80,15.0,178.0,0
81,16.0,179.0,0
82,18.0,179.0,0
83,19.0,180.0,0
84,19.0,181.0,0
85,21.0,181.0,0
86,22.0,182.0,0
87,22.0,182.0,0
88,23.0,184.0,0
89,24.0,185.0,0
90,25.0,185.0,0
91,26.0,186.0,0
92,27.0,188.0,0
93,28.0,189.0,0
94,29.0,190.0,0
95,30.0,191.0,0
96,31.0,193.0,0
97,31.0,194.0,0
98,32.0,196.0,0
99,33.0,196.0,0
100,33.0,197.0,0
101,35.0,197.0,0
102,35.0,199.0,0
103,37.0,200.0,0
104,38.0,202.0,0
105,38.0,202.0,0
106,40.0,203.0,0
107,40.0,204.0,0
108,42.0,206.0,0
109,43.0,207.0,0
110,44.0,209.0,0
111,44.0,209.0,0
112,44.0,211.0,0
113,45.0,212.0,0
114,46.0,213.0,0
115,47.0,214.0,0
116,47.0,215.0,0
117,48.0,216.0,0
118,48.0,218.0,0
119,48.0,219.0,0
120,50.0,220.0,0
121,51.0,222.0,0
122,52.0,223.0,0
123,53.0,224.0,0
124,54.0,224.0,0
125,55.0,225.0,0
126,55.0,225.0,0
127,56.0,226.0,0
128,56.0,227.0,0
129,58.0,229.0,0
130,59.0,230.0,0
131,61.0,231.0,0
132,62.0,232.0,0
133,63.0,234.0,0
134,64.0,234.0,0
135,65.0,236.0,0
136,66.0,236.0,0
137,67.0,237.0,0
138,68.0,238.0,0
139,69.0,239.0,0
140,70.0,240.0,0
141,71.0,242.0,0
142,72.0,243.0,0
143,73.0,244.0,0
144,73.0,245.0,0
145,73.0,246.0,0
146,74.0,248.0,0
147,76.0,249.0,0
148,76.0,251.0,0
149,77.0,252.0,0
150,78.0,254.0,0
151,79.0,256.0,0
152,81.0,257.0,0
153,82.0,258.0,0
154,83.0,259.0,0
155,84.0,260.0,0
156,85.0,261.0,0
157,86.0,262.0,0
158,87.0,263.0,0
159,88.0,264.0,0
160,89.0,265.0,0
161,91.0,266.0,0
162,91.0,267.0,0
163,93.0,268.0,0
164,94.0,269.0,0
165,94.0,271.0,0
166,95.0,272.0,0
167,96.0,274.0,0
168,96.0,274.0,0
169,98.0,275.0,0
170,99.0,276.0,0
171,101.0,278.0,0
172,102.0,279.0,0
173,102.0,280.0,0
174,104.0,281.0,0
175,106.0,281.0,0
176,108.0,282.0,0
177,109.0,282.0,0
178,110.0,283.0,0
179,111.0,285.0,0
180,112.0,285.0,0
181,112.0,286.0,0
182,113.0,288.0,0
183,114.0,288.0,0
184,115.0,289.0,0
185,116.0,290.0,0
186,117.0,292.0,0
187,118.0,293.0,0
188,119.0,295.0,0
189,120.0,295.0,0
190,121.0,296.0,0
191,122.0,298.0,0
192,123.0,299.0,0
193,123.0,300.0,0
194,125.0,301.0,0
195,125.0,301.0,0
196,126.0,302.0,0
197,126.0,303.0,0
