t,x,y,label
212,149.0,1.0,0
213,150.0,2.0,0
214,151.0,3.0,0
215,151.0,4.0,0
216,152.0,5.0,0
217,153.0,7.0,0
218,154.0,7.0,0
219,155.0,8.0,0
220,155.0,10.0,0
221,156.0,11.0,0
222,156.0,13.0,0
223,157.0,13.0,0
224,157.0,15.0,0
225,158.0,17.0,0
226,160.0,18.0,0
227,161.0,18.0,0
228,162.0,18.0,0
229,164.0,19.0,0
230,164.0,21.0,0
231,165.0,21.0,0
232,167.0,22.0,0
233,167.0,23.0,0
234,168.0,23.0,0
235,169.0,25.0,0
236,170.0,26.0,0
237,170.0,26.0,0
238,171.0,28.0,0
239,172.0,28.0,0
240,172.0,29.0,0
241,174.0,30.0,0
242,175.0,31.0,0
243,176.0,32.0,0
244,177.0,33.0,0
245,177.0,34.0,0
246,178.0,36.0,0
247,179.0,36.0,0
248,181.0,38.0,0
249,181.0,39.0,0
250,182.0,40.0,0
251,183.0,42.0,0
252,185.0,43.0,0
253,186.0,45.0,0
254,188.0,46.0,0
255,188.0,47.0,0
256,189.0,48.0,0
257,189.0,49.0,0
258,191.0,51.0,0
259,192.0,52.0,0
260,192.0,52.0,0
261,193.0,53.0,0
262,194.0,54.0,0
263,194.0,55.0,0
264,195.0,55.0,0
265,196.0,57.0,0
266,197.0,57.0,0
267,199.0,58.0,0
268,200.0,59.0,0
269,201.0,60.0,0
270,202.0,61.0,0
271,203.0,62.0,0
272,205.0,63.0,0
273,206.0,64.0,0
274,208.0,65.0,0
275,208.0,65.0,0
276,208.0,66.0,0
277,209.0,66.0,0
278,209.0,67.0,0
279,211.0,68.0,0
280,212.0,68.0,0
281,213.0,70.0,0
282,214.0,70.0,0
283,215.0,70.0,0
284,217.0,71.0,0
285,217.0,72.0,0
286,219.0,72.0,0
287,220.0,74.0,0
288,221.0,75.0,0
289,221.0,77.0,0
290,223.0,78.0,0
291,224.0,79.0,0
292,225.0,79.0,0
293,226.0,81.0,0
294,226.0,82.0,0
295,227.0,82.0,0
296,227.0,84.0,0
297,227.0,85.0,0
298,228.0,86.0,0
299,229.0,88.0,0
300,230.0,89.0,0
