t,x,y,label
0,149.0,920.0,0
1,151.0,920.0,0
2,152.0,922.0,0
3,153.0,923.0,0
4,154.0,924.0,0
5,156.0,926.0,0
6,157.0,927.0,0
7,158.0,928.0,0
8,159.0,929.0,0
9,160.0,930.0,0
10,161.0,931.0,0
11,162.0,932.0,0
12,163.0,933.0,0
13,164.0,934.0,0
14,165.0,935.0,0
15,166.0,935.0,0
16,167.0,936.0,0
17,167.0,937.0,0
18,168.0,938.0,0
19,169.0,939.0,0
20,170.0,940.0,0
21,170.0,941.0,0
22,172.0,943.0,0
23,173.0,944.0,0
24,174.0,944.0,0
25,175.0,945.0,0
26,176.0,946.0,0
27,178.0,947.0,0
28,179.0,947.0,0
29,180.0,949.0,0
30,181.0,949.0,0
31,182.0,950.0,0
32,183.0,951.0,0
33,184.0,952.0,0
34,185.0,953.0,0
35,186.0,954.0,0
36,187.0,956.0,0
37,188.0,957.0,0
38,189.0,958.0,0
39,190.0,959.0,0
40,192.0,960.0,0
41,193.0,962.0,0
42,194.0,963.0,0
43,195.0,964.0,0
44,197.0,965.0,0
45,197.0,966.0,0
46,199.0,966.0,0
47,199.0,967.0,0
48,200.0,969.0,0
49,200.0,971.0,0
50,201.0,971.0,0
51,202.0,972.0,0
52,202.0,973.0,0
53,203.0,974.0,0
54,205.0,975.0,0
55,206.0,976.0,0
56,207.0,978.0,0
57,207.0,979.0,0
58,209.0,980.0,0
59,210.0,981.0,0
60,210.0,983.0,0
61,212.0,984.0,0
62,212.0,985.0,0
63,213.0,986.0,0
64,214.0,987.0,0
65,215.0,987.0,0
66,217.0,988.0,0
67,218.0,989.0,0
68,219.0,990.0,0
69,220.0,992.0,0
70,220.0,992.0,0
71,221.0,992.0,0
72,222.0,993.0,0
73,223.0,994.0,0
74,224.0,996.0,0
75,226.0,997.0,0
76,226.0,999.0,0
77,227.0,1000.0,0
78,228.0,1000.0,0
79,229.0,1001.0,0
80,230.0,1003.0,0
81,231.0,1003.0,0
82,231.0,1004.0,0
83,232.0,1005.0,0
84,234.0,1006.0,0
85,234.0,1008.0,0
86,235.0,1009.0,0
87,236.0,1010.0,0
88,238.0,1010.0,0
89,240.0,1011.0,0
90,241.0,1012.0,0
91,242.0,1014.0,0
92,243.0,1014.0,0
93,244.0,1015.0,0
94,246.0,1017.0,0
95,247.0,1018.0,0
96,249.0,1019.0,0
97,250.0,1020.0,0
98,252.0,1021.0,0
99,252.0,1023.0,0
100,254.0,1024.0,0
