t,x,y,label
1,441.105,614.145,1
2,446.022,615.895,1
3,450.938,617.645,1
4,455.855,619.395,1
5,461.23,620.832,1
6,466.605,622.27,1
7,471.98,623.707,1
8,477.355,625.145,1
9,482.855,628.27,1
10,488.355,631.395,1
11,493.855,634.52,1
12,499.355,637.645,1
13,501.418,641.332,1
14,503.48,645.02,1
15,505.543,648.707,1
16,507.605,652.395,1
17,513.043,656.395,1
18,518.48,660.395,1
19,523.918,664.395,1
20,529.355,668.395,1
21,533.043,673.645,1
22,536.73,678.895,1
23,540.418,684.145,1
24,544.105,689.395,1
25,546.005,693.995,1
26,547.905,698.595,1
27,549.805,703.195,1
28,551.705,707.795,1
29,553.605,712.395,1
30,557.205,716.495,1
31,560.805,720.595,1
32,564.405,724.695,1
33,568.005,728.795,1
34,571.605,732.895,1
35,576.98,738.145,1
36,582.355,743.395,1
37,587.73,748.645,1
38,593.105,753.895,1
39,597.522,758.728,1
40,601.938,763.562,1
41,606.355,768.395,1
42,610.772,773.228,1
43,615.188,778.062,1
44,619.605,782.895,1
45,624.105,787.395,1
46,628.605,791.895,1
47,633.105,796.395,1
48,637.605,800.895,1
49,641.905,805.395,1
50,646.205,809.895,1
51,650.505,814.395,1
52,654.805,818.895,1
53,659.105,823.395,1
54,662.605,828.645,1
55,666.105,833.895,1
56,669.605,839.145,1
57,673.105,844.395,1
58,676.605,849.645,1
59,680.105,854.895,1
60,683.855,859.728,1
61,687.605,864.562,1
62,691.355,869.395,1
63,695.105,874.228,1
64,698.855,879.062,1
65,702.605,883.895,1
66,706.205,888.095,1
67,709.805,892.295,1
68,713.405,896.495,1
69,717.005,900.695,1
70,720.605,904.895,1
71,724.605,909.395,1
72,728.605,913.895,1
73,732.605,918.395,1
74,736.805,923.195,1
75,741.005,927.995,1
76,745.205,932.795,1
77,749.405,937.595,1
78,753.605,942.395,1
79,757.355,946.27,1
80,761.105,950.145,1
81,764.855,954.02,1
82,768.605,957.895,1
83,772.855,961.895,1
84,777.105,965.895,1
85,781.105,969.395,1
86,785.105,972.895,1
87,789.105,976.395,1
88,793.23,980.27,1
89,797.355,984.145,1
90,801.48,988.02,1
91,805.605,991.895,1
92,810.205,994.695,1
93,814.805,997.495,1
94,819.405,1000.295,1
95,824.005,1003.095,1
96,828.605,1005.895,1
97,833.938,1008.562,1
98,839.272,1011.228,1
99,844.605,1013.895,1
100,849.938,1014.728,1
101,855.272,1015.562,1
102,860.605,1016.395,1
103,865.772,1017.562,1
104,870.938,1018.728,1
105,876.105,1019.895,1
106,882.605,1021.395,1
107,888.105,1022.895,1
