t,x,y,label
1,147.0,386.0,1
2,147.0,373.0,1
3,145.0,360.0,1
4,136.0,352.0,1
5,131.0,339.0,1
6,126.0,329.0,1
7,119.0,315.0,1
8,112.0,307.0,1
9,104.5,296.0,1
10,97.0,285.0,1
11,94.0,273.0,1
12,95.5,262.0,1
13,97.0,251.0,1
14,103.0,245.0,1
15,110.0,238.0,1
16,122.0,230.0,1
17,126.0,222.0,1
18,122.0,203.0,1
19,115.0,191.0,1
20,112.0,181.0,1
21,106.0,173.0,1
22,107.0,159.0,1
23,113.0,149.0,1
24,113.0,138.0,1
25,120.0,127.0,1
26,123.0,124.0,1
27,126.0,121.0,1
28,125.0,121.0,1
29,123.75,119.25,1
30,122.5,117.5,1
31,121.25,115.75,1
32,120.0,114.0,1
33,118.0,112.5,1
34,116.0,111.0,1
35,115.5,112.0,1
36,115.0,113.0,1
37,114.5,114.0,1
38,114.0,115.0,1
39,115.0,113.0,1
40,114.5,109.5,1
41,114.0,106.0,1
42,109.667,101.333,1
43,105.333,96.667,1
44,101.0,92.0,1
45,96.0,85.0,1
46,97.5,78.5,1
47,99.0,72.0,1
48,96.0,59.5,1
49,93.0,47.0,1
50,92.0,34.0,1
51,90.0,23.0,1
52,91.0,10.0,1
