label,mean_step_speed,stddev_step_speed,track_length,e2e_distance,duration
0,0.1730878285772176,0.1001409519881381,51.926348573165285,40.40877174574849,300.0
0,0.1650476614328481,0.086193635431401,49.51429842985444,32.957322464059494,300.0
0,0.1673881257056784,0.0991769733325554,50.216437711703534,31.64948614116821,300.0
0,0.2159269217761839,0.109796984410297,64.77807653285518,42.52494808932751,300.0
0,0.0977859589306089,0.0969844810748326,29.33578767918268,1.616935682085197,300.0
1,3.263915719831237,0.7418042588539931,381.8781392202548,339.80435882430936,117.0
1,1.950491820178968,0.821394668120148,306.22721576809795,147.71040836718308,157.0
1,4.621280730051717,2.5911162743856155,1386.384219015515,961.6761409123136,300.0
0,0.1252839162970798,0.0069354392266313,37.58517488912395,36.49657518178932,300.0
0,0.1118039713083916,0.0559023434184321,2.2360794261678336,2.23606797749979,20.0
1,12.513858438965908,3.0595350250522837,1126.2472595069316,1085.792797913119,90.0
0,6.274431987095902,0.8405374704959769,250.97727948383607,247.5419156425837,40.0
1,7.744554967235016,3.0349393031428376,867.3901563303218,255.01764644824087,112.0
1,13.423882295707177,3.3298077200006366,1141.02999513511,1045.1913700370856,85.0
1,4.042375201204968,1.220241852868358,189.9916344566335,146.57762448614045,47.0
1,5.361343395001338,2.319697609792176,42.890747160010704,42.2965719651132,8.0
1,15.265199339138317,1.818522056425069,45.79559801741495,45.79301256742124,3.0
1,8.566769506125334,4.8895649986455805,436.905244812392,380.1473398565351,51.0
1,6.789065377066827,3.2451956492599114,862.211302887487,688.7437840009883,127.0
1,14.027560283552868,1.8884398440198864,659.2953333269847,641.0818980442358,47.0
1,8.696963940553196,2.439224173454702,791.4237185903409,585.702996406882,91.0
0,0.0727721087289137,0.0008418075742379,22.04994894486085,21.54065922853801,303.0
1,14.69731889148386,3.3635014087043094,543.8007989849028,439.7101317913882,37.0
1,9.911454996930708,3.418733587721817,1030.7913196807935,542.2739160239961,104.0
1,8.528467844070706,3.965534453939248,375.25258513911103,77.0,44.0
1,16.0,0.0,16.0,16.0,1.0
1,11.23574927563762,4.029657086503839,1134.8106768393995,1002.0144709533888,101.0
1,7.203504630840061,4.664795252500532,151.27359724764128,84.8528137423857,21.0
1,19.002322870005955,2.5648376577700662,171.02090583005358,170.3202865192517,9.0
1,10.520108416386648,1.4412907088685465,42.08043366554659,40.311288741492746,4.0
1,7.549634571381651,2.798328689599803,1102.246647421721,505.72917653621687,146.0
1,10.466302716166888,4.782590747027977,104.66302716166888,103.23759005323592,10.0
1,11.716219677069349,3.474658555693355,1405.9463612483216,586.436697351044,120.0
1,10.36740019551718,2.5504689737360784,1140.4140215068896,747.5433097821156,110.0
1,10.690850662840187,2.7152124726282807,224.50786391964397,213.7404968647729,21.0
1,12.157899982548985,1.801960663201836,559.2633991972532,549.8881704492287,46.0
1,10.753185950308056,1.9734824406967584,419.3742520620142,402.7964746618322,39.0
1,13.92191464191693,3.3808715892768104,361.96978068984015,305.8512710452582,26.0
1,4.975789698580143,3.4432540437426797,363.2326479963504,232.76812496559748,73.0
0,0.1680123997266275,0.7710666508327243,50.23570751826162,19.4164878389476,299.0
0,0.0483891304921018,0.0234233342062011,14.468350017138466,8.06225774829855,299.0
0,0.0576932979912883,0.045847702177776,17.25029609939523,5.0,299.0
0,0.0877682585386578,0.0220954984999406,26.242709303058707,9.848857801796104,299.0
0,0.115018798935133,0.0864333426072486,34.39062088160477,6.0,299.0
0,0.1282289383020005,0.0509583236888658,38.34045255229815,8.06225774829855,299.0
0,0.0615552128547094,0.0313122036620007,18.405008643558112,8.06225774829855,299.0
0,0.1156742802728116,0.0515148711888242,34.586609801570674,18.35755975068582,299.0
0,0.0783565128622351,0.0648965425881569,23.42859734580832,19.313207915827967,299.0
0,0.0895632416510553,0.050783009356172,26.77940925366553,12.806248474865695,299.0
0,0.0994428313359263,0.0026093897032862,29.73340656944196,26.419689627245813,299.0
1,10.660132677639291,1.7401833126982893,31.98039803291788,31.144823004794876,3.0
1,7.784264001902853,2.7256271704855126,490.40863211987977,444.2881947565117,63.0
1,8.43898841478399,3.3503210302491664,286.92560610265565,242.53865671269807,34.0
1,9.948813522422304,2.2315150723867685,447.6966085090037,446.6538221049945,45.0
0,2.036008536141548,0.2202964308049909,610.8025608424643,607.6205941712311,300.0
0,1.8885066021046,0.0832795121303643,566.55198063138,565.4197800970531,300.0
0,1.92466293350856,0.1144526934802826,577.398880052568,576.4008321333341,300.0
0,1.4417366154926852,0.11724769702126,317.18205540839074,315.71693926363844,220.0
0,1.7469425699873022,0.1055230014396245,524.0827709961907,522.8044283821628,300.0
0,1.74537656680051,0.1526056367499106,459.0340370685342,458.0220394784512,263.0
0,1.7550488967318767,0.7980954908433349,289.58306796075965,289.2809503579521,165.0
0,1.851739817486801,0.0653482848584636,66.66263342952483,66.53355367782478,36.0
0,2.3090736284999136,0.1022560910960443,692.722088549974,691.0531950356643,300.0
0,2.7516472731794943,0.0145401972884966,41.274709097692416,41.23732062101029,15.0
0,2.2103572314889908,0.240101505063451,75.15214587062569,75.07650439385148,34.0
1,4.3814087895757385,7.603189794550827,525.7690547490886,398.4241681549954,170.0
0,2.2089467846980373,0.0880151907387244,618.5050997154505,617.1710668996077,280.0
0,1.6795574321179398,0.1017725087543125,178.03308780450163,177.13123465385772,106.0
0,2.223714282091651,0.5340506611687529,182.3445711315154,181.3731316650843,82.0
0,2.6833766458106654,0.1614119970530834,287.1213011017412,286.54167582744395,107.0
0,2.064176439751495,0.1011013398563727,328.2040539204877,327.6298191572312,159.0
0,2.7097274176680752,4.569754728171043,292.65056110815215,291.3470727311328,129.0
0,2.573194706936971,0.2091787517687959,226.44113421045347,226.37928727248877,88.0
0,1.772961356174412,0.2589097902980689,56.73476339758118,56.59339625786741,32.0
0,2.713152747227262,0.1015666437192816,84.10773516404512,84.08465764930017,31.0
0,1.5417292068705992,0.4170625930580532,40.08495937863558,39.99062390110963,26.0
0,1.9926114130412056,0.2124790733647134,39.85222826082411,39.85156905317529,20.0
0,5.154319338772918,39.799836359179885,1541.1414822931026,562.9211929009247,299.0
0,2.2887274534966746,0.107082740803862,98.415280500357,98.3073711020694,43.0
0,1.83465399887059,0.1365891922451599,548.5615456623065,547.8226898303866,299.0
0,0.1325357458542725,0.0262924690357264,7.4220017678392605,7.384793632864779,56.0
0,2.332293870635012,0.1226035657380781,69.96881611905036,69.83408057674994,30.0
0,1.9221327813161184,0.1384964337679164,130.70502912949607,130.47047850375958,68.0
1,2.535990183037696,0.4819834933197717,136.94346988403558,132.99405094965712,54.0
0,1.6234661876217027,0.0006090832715265,9.740797125730216,9.740796938649405,6.0
0,0.1415353571111954,0.0958766114712333,42.31907177624742,39.11933672750597,299.0
1,2.4263030104095327,0.5201325292837493,99.47842342679084,98.17047915743314,41.0
0,2.135722093763984,0.2033317240228411,239.20087450156615,238.93222159641843,112.0
0,2.335711264338242,0.2706479565691276,366.706668501104,365.65575870482337,157.0
0,2.358828174144672,0.2760604813928626,323.1594598578201,322.5209212392275,137.0
0,0.1756956778504493,0.1157209278069307,52.53300767728436,37.965326457176666,299.0
0,2.5305377456142306,0.0003435427913797,25.305377456142303,25.3053772151296,10.0
0,2.482389034363385,0.2279098640969418,742.2343212746522,740.2336879830585,299.0
0,2.5557845961780146,0.1942536650077342,618.4998722750795,616.924131434328,242.0
0,2.3056217512572084,0.044582252556868,223.6453098719492,223.54448098756544,97.0
0,2.3230163946453817,0.1980637571478452,578.4310822667001,575.1452373870447,249.0
0,1.99251585119836,1.2015237569753294,595.7622395083096,547.0696812381399,299.0
0,1.8202990203143512,0.1716986501851113,544.269407073991,540.4398671452726,299.0
0,1.6249077258602147,0.0954424366357628,479.34777912876336,478.6789601444793,295.0
0,2.4265815024056496,0.1933189298129439,681.8694021759875,679.8602294773536,281.0
0,1.6797148563418405,0.0899545966289959,478.7187340574245,477.31012081978736,285.0
1,5.738974968480667,0.7109196352746,206.603098865304,202.7122430959708,36.0
1,3.03575590733331,0.0933540095063535,30.357559073333096,30.35641324333295,10.0
0,2.5584624565284937,0.0997361111509742,230.26162108756444,229.77096128318735,90.0
0,2.0096926735001666,0.5063684673697809,500.4134757015415,495.8628387941568,249.0
0,1.9400223699645152,0.1113408042428302,356.9641160734708,356.2626411301078,184.0
0,2.3630760348729223,0.1067066821285962,581.3167045787388,579.5151993632263,246.0
0,2.126831826539882,0.1350542623130687,336.0394285933013,335.2574911631357,158.0
0,2.1564618092033783,0.0960596973100425,81.94554874972837,81.93858608738621,38.0
0,1.8052286128551585,0.0463694203133856,420.6182667952519,420.3626314136403,233.0
0,2.324296813027442,0.1370230129669843,123.18773109045443,122.99725110749424,53.0
0,1.7865763414884095,0.0967791856530796,380.5407607370313,379.3790742054707,213.0
0,1.427797608082581,0.2236770657613314,282.703926400351,279.44446662082964,198.0
0,2.3220964267286264,0.0463424725788351,443.5204175051677,443.2310666514702,191.0
0,1.777471439172447,0.0329582404384094,238.18117284910795,238.09202609285344,134.0
0,1.8860332143939007,0.0396129727143208,354.5742443060534,354.52684932033003,188.0
1,1.9578281908274373,1.0067608031081912,297.5898850057705,251.8279123409477,152.0
