0,1,2,3
0.0002559303442809,0.89424218494683,0.0004346964701799,0.154032651699734
8.797004365368146e-05,0.9670255868649272,0.0003790003728829,0.1547110994853505
0.0060745280755605,0.0002959426019967,9.95385294750632e-05,0.1531866124466157
0.0006763567563274,0.5847386408758102,0.0411034900428574,0.2905761853247877
0.0019827314847506,0.0155004080498677,0.0967441980758233,0.150762358857579
0.0008018523171321,0.868483298207884,0.0878762639286977,0.5141608202454804
6.249223827288809e-07,0.9997448556603578,1.84833267078962e-06,0.1543182584360729
0.0005447631041192,0.9760765550239234,7.207489177429761e-07,0.0362471918822551
0.0422609174915062,0.9221294432903308,0.0985429316765313,1.0
0.0039320428352545,0.9997891908022718,6.243241055118772e-05,0.3357440709850377
0.0044206184314002,0.9717144646668546,0.0019781428811385,0.1907046733438105
0.3799719993344201,0.9977617905675468,1.1517398117547624e-05,0.1187726685704452
0.0003674475177397,0.3065769816829028,0.0088599002876191,0.4603359562412158
0.0041123800440635,0.1311061659695591,0.1434357058577094,0.5443246748287928
0.0688696138589158,0.9837827306245068,0.0039344793704763,0.7997125184709701
0.3657463794231375,0.8857883466480164,0.0246460875155988,0.6086083674863465
0.033829958295293,0.8298580937897918,0.2018471093836806,0.4697913494692053
0.0109907171420362,1.0,0.0,0.0
0.3305016753775084,0.9959285980135136,0.0271132864271995,0.8742847274605098
0.0011699514054863,0.2626979365722863,0.00471495804307,0.1539053180185901
0.0021632518453581,0.997391138014229,0.000168642629406,0.4053198885545543
0.0136105754513967,0.9846637102734664,0.0001092507478579,0.1072416019147119
0.0045865938357177,0.9613249103142756,0.0738083505777602,0.3804305075623426
0.4056160947794226,0.9902600744909344,0.0004064793948003,0.2414682273755352
0.0828596804356408,0.968406868790473,0.0930113348984876,0.6272961801809661
0.0101186906368568,0.8850908784566455,0.0024376712008355,0.3791188178699756
2.1454703607613103e-05,0.3796868886760863,0.00393498326735,0.1533324455634687
3.771769255280261e-05,0.1263218277292358,0.0001392409220339,0.1529501925420902
0.0026890400980457,0.3737889046594449,8.474185982599095e-05,0.1530112498263105
0.0001817007091194,0.0293435913491176,0.0001376839246584,0.1529558514696986
2.715854406755494e-05,0.4078590965709543,0.001159983340975,0.1529810586294764
2.94410386663639e-05,0.8868050323541893,0.0001294142310012,0.1529846745731077
0.0018183239024617,0.9416372186030464,0.0001051407476491,0.1532149916118445
0.0066750349734405,0.7938439139775799,0.000107543936131,0.15324725883952
0.0016255789254029,0.9233841898888429,7.110276903224648e-05,0.1530681076525928
0.007159339091077,0.9991255073408788,3.222559226226537e-06,0.1535254327356972
0.0293580745723151,0.9961284717045662,0.0054176934791857,0.4873432567904919
0.4184091988116465,0.9927053841352292,0.0023217241618284,0.3518336201081043
0.6658604248143379,0.9960927065530324,0.0046493760159777,0.5702219771105063
6.465571572140998e-05,0.9988969384522308,0.0009265377471364,0.346023274623273
0.0003034238252306,0.9996140414454237,0.0003240735648601,0.3318060772548128
0.0177450167556239,0.999541685247476,0.0001641195569257,0.2288981692929272
0.003151209424936,0.9997602365011832,0.0001685584524512,0.3077882288956933
0.001035077352516,0.9996159583956384,0.0002236381315997,0.2877712077857924
0.0318400835508263,0.9990205352668076,1.7312786108002264e-05,0.1061850704651974
0.0129965843449353,0.9996342348398924,0.0005471817518947,0.3846875859958274
0.0326308574151718,0.9997226489890052,1.4628471768996168e-06,0.0882620474196405
0.0226598038935154,0.999713160137476,0.0003409313749021,0.3580366374280541
0.0040127990987975,0.9994807848810972,3.7980512696660495e-05,0.1751722988625977
0.0001806813156354,0.9952726836299608,0.0002927545765804,0.191025665927061
0.0734385245602215,0.9998533363363378,4.1116265379881126e-05,0.2583951139249751
0.0020996457909315,0.9993849783935296,0.000165692515237,0.2539259336531107
0.0075967120363494,0.9996467352666756,6.967984049600997e-05,0.2715896191787407
0.0182832453140248,0.9995744269739928,5.818538248052464e-05,0.2253487870828933
0.0018768327458051,0.9997423034343146,1.977257273920005e-06,0.0961384058510925
0.0908293767602796,0.9992458608757396,1.903010912912704e-05,0.1343531137069649
4.151559739561447e-06,0.9974874244820874,1.1255866622577912e-05,0.0803298487405222
0.0106317906697323,0.940675644605512,0.0615625468867382,0.4798074186367936
0.0678605017363132,0.9999836573637384,6.055582727421094e-07,0.1390666196548606
4.895628350334103e-05,0.9998127768255376,0.000145811080915,0.3192127322904154
0.0001744266838206,0.989429236265903,8.344198588868709e-07,0.0648462344668942
0.0036032691417154,0.9969820385613508,4.123790312130883e-05,0.1155767775120504
0.0529921409481949,0.9959828468264303,0.0004177634693402,0.167549595314254
0.0234133177297148,0.9999999923700864,4.029410419333496e-12,0.0297030199971958
0.0010073647556972,0.9671244972278012,0.0002312679446685,0.154230541620873
0.0425129482649319,0.9997295741949732,0.0001274729304701,0.2791894337914563
0.0432773833208681,0.9999999977955418,4.56888520294627e-12,0.0626807748859952
0.020517411540578,0.999514375444258,0.0008312158187844,0.4083290743038451
0.0367939902861812,0.999480784623136,0.000639791073396,0.3761629321221437
0.0021882700027488,0.9998498354977488,1.864866407092764e-05,0.2157966825618731
0.0323823807757005,0.9996961645101534,0.000315803267899,0.3507936920207999
0.0106295146510996,0.9966235521891909,0.0033591776495722,0.3189343828758528
0.0035813604493525,0.999790565211792,0.0001387748151269,0.2895068705886181
0.0748433594710464,0.9990470125711758,0.0001665479003148,0.2265024810665976
0.0091272141505439,0.9996176257638772,0.0003273829742413,0.3105858002386398
0.0009520427933222,0.9995040166682532,0.0001425990671459,0.260342933496636
0.0005030314395372,0.9982580060552846,0.0004003182141038,0.2592189360772252
0.0033599806260117,0.9992554498227336,1.233201593685969e-05,0.1237666602165422
0.0018424649036446,0.999894958051625,4.999443789929247e-05,0.2779432274415403
0.0013633379979312,0.9989072985113784,0.0004166235216595,0.2629441043023147
0.0093846393766232,0.9999357207004896,3.277712287141295e-05,0.3076906537546243
0.0008726872312632,0.9999727118972328,8.428046247526438e-06,0.2578226904330259
0.0064660838219838,0.777822468592481,0.0215068475924584,0.2095703551515066
0.0009530919746091,0.9994706952603086,0.000132897000586,0.2549318085408156
0.0001091918487086,0.9623720011266368,0.003162568650762,0.1663505244574575
0.0067484262584784,0.998899295825382,6.83853857290109e-05,0.1524587507803973
0.0075784036368711,0.999572553584347,4.014260492365832e-06,0.0916151339188393
0.0050900899027644,0.99918186095496,5.060974021270719e-05,0.1846394280809114
0.0034575527079587,0.999689482257552,8.63858446602167e-06,0.1452525559219909
0.0321252031528588,0.9999999992187468,5.191354171174321e-12,0.091361047917239
0.0001749676194067,0.1971765279401578,0.0003951200678778,0.1530844328884053
2.646867681287159e-06,0.7919722614973346,0.0001842200297707,0.1529710695722583
1.6428095710258153e-06,0.7152315729040402,9.616032860652718e-05,0.1529855188598818
0.004881708581211,0.7102243863189834,4.201632559679722e-05,0.1727160357317688
0.0022085244934186,0.9105396811094548,5.778550320859349e-05,0.1530580227584978
0.0001473727465866,1.0,0.0,0.0564345048013606
0.0009008729021901,0.4030856959049943,5.143739964336644e-05,0.1529733981994339
0.0002698136623755,0.5489508862869219,0.0002384238345703,0.1529537782694751
0.3576614312914827,0.9882288628194552,0.0001237772531955,0.1105709061400826
0.0324403661887277,0.971369864577774,0.1771733685553717,0.5742578992334962
5.979562544258737e-06,0.0917370964237835,9.206349038106928e-05,0.1529900208957181
0.0017037824716007,0.4633469477287035,0.0001161984348887,0.1715961274132086
0.0037049241223232,0.0791621142120276,0.0038032978305183,0.1020718769458396
0.0034505457221528,0.8940821198228265,0.1482046284925812,0.5114803160647596
0.3970661416647087,0.9999999996180392,4.550083207088466e-12,0.1186406260011793
0.3040871761376805,0.9971113302996696,0.0004424494793535,0.2527787742505074
0.0930471747249451,0.9998505496764496,0.000181599680694,0.4283758636277721
0.0006548781091431,0.6987871099574807,6.500292771291929e-05,0.1500584792776114
0.0173601212075725,0.8056576218063554,0.1563309122400924,0.3760512976194635
0.0977733577938002,0.9999536028387938,2.589517136107101e-05,0.3644173067827582
0.000698721976754,0.86996756218637,5.6691067964185376e-05,0.1284312760815297
0.2404364468463729,0.9859687242146372,0.019619470375716,0.587605470912703
0.00241083921254,0.9997474250735836,0.0003098390116154,0.4333957399092037
0.0020460502388342,0.946170580132136,0.0116335659494082,0.4195310513785955
