t,x,y,label
1,48.197,13.835,0
2,47.072,14.06,0
3,45.947,14.285,0
4,44.822,14.51,0
5,43.697,14.735,0
6,42.572,14.96,0
7,41.447,15.185,0
8,40.322,15.41,0
9,39.197,15.635,0
10,38.072,15.86,0
11,36.947,16.085,0
12,35.78,15.96,0
13,34.614,15.835,0
14,33.447,15.71,0
15,32.28,15.585,0
16,31.114,15.46,0
17,29.947,15.335,0
18,28.78,15.46,0
19,27.614,15.585,0
20,26.447,15.71,0
21,25.28,15.835,0
22,24.114,15.96,0
23,22.947,16.085,0
24,21.447,15.935,0
25,19.947,15.785,0
26,18.447,15.635,0
27,16.947,15.485,0
28,15.447,15.335,0
29,14.447,15.385,0
30,13.447,15.435,0
31,12.447,15.485,0
32,11.447,15.535,0
33,10.447,15.585,0
34,9.397,15.685,0
35,8.347,15.785,0
36,7.297,15.885,0
37,6.247,15.985,0
38,5.197,16.085,0
39,5.197,16.085,0
40,5.197,16.085,0
41,5.197,16.085,0
42,5.197,16.085,0
