t,x,y,label
231,666.0,0.0,0
232,668.0,2.0,0
233,668.0,3.0,0
234,668.0,4.0,0
235,669.0,4.0,0
236,670.0,6.0,0
237,671.0,6.0,0
238,672.0,8.0,0
239,673.0,9.0,0
240,674.0,10.0,0
241,676.0,11.0,0
242,676.0,12.0,0
243,677.0,13.0,0
244,678.0,13.0,0
245,679.0,13.0,0
246,681.0,14.0,0
247,682.0,15.0,0
248,682.0,15.0,0
249,683.0,15.0,0
250,684.0,16.0,0
251,685.0,16.0,0
252,687.0,18.0,0
253,688.0,19.0,0
254,688.0,20.0,0
255,689.0,21.0,0
256,689.0,22.0,0
257,690.0,22.0,0
258,692.0,22.0,0
259,692.0,24.0,0
260,693.0,25.0,0
261,694.0,26.0,0
262,695.0,28.0,0
263,696.0,29.0,0
264,696.0,29.0,0
265,697.0,30.0,0
266,698.0,31.0,0
267,698.0,32.0,0
268,699.0,33.0,0
269,700.0,34.0,0
270,701.0,35.0,0
271,703.0,36.0,0
272,704.0,37.0,0
273,706.0,38.0,0
274,707.0,39.0,0
275,707.0,40.0,0
276,707.0,41.0,0
277,709.0,42.0,0
278,710.0,43.0,0
279,710.0,44.0,0
280,710.0,45.0,0
281,711.0,47.0,0
282,712.0,48.0,0
283,713.0,49.0,0
284,714.0,50.0,0
285,715.0,51.0,0
286,716.0,51.0,0
287,717.0,52.0,0
288,718.0,53.0,0
289,718.0,54.0,0
290,719.0,55.0,0
291,720.0,56.0,0
292,721.0,57.0,0
293,721.0,58.0,0
294,722.0,59.0,0
295,723.0,61.0,0
296,723.0,62.0,0
297,724.0,63.0,0
298,725.0,64.0,0
299,726.0,65.0,0
300,727.0,66.0,0
