t,x,y,label
1,270.617,1014.723,0
2,270.611,1014.733,0
3,270.606,1014.743,0
4,270.6,1014.753,0
5,270.595,1014.763,0
6,270.589,1014.773,0
7,270.584,1014.783,0
8,270.578,1014.793,0
9,270.572,1014.803,0
10,270.567,1014.813,0
11,270.561,1014.824,0
12,270.556,1014.834,0
13,270.55,1014.844,0
14,270.545,1014.854,0
15,270.539,1014.864,0
16,270.533,1014.874,0
17,270.528,1014.884,0
18,270.522,1014.894,0
19,270.517,1014.904,0
20,270.511,1014.914,0
21,270.505,1014.924,0
22,270.5,1014.934,0
23,270.494,1014.944,0
24,270.489,1014.954,0
25,270.483,1014.964,0
26,270.478,1014.974,0
27,270.472,1014.984,0
28,270.466,1014.994,0
29,270.461,1015.004,0
30,270.455,1015.015,0
31,270.45,1015.025,0
32,270.444,1015.035,0
33,270.439,1015.045,0
34,270.433,1015.055,0
35,270.427,1015.065,0
36,270.422,1015.075,0
37,270.416,1015.085,0
38,270.411,1015.095,0
39,270.405,1015.105,0
40,270.4,1015.115,0
41,270.394,1015.125,0
42,270.388,1015.135,0
43,270.383,1015.145,0
44,270.377,1015.155,0
45,270.372,1015.165,0
46,270.366,1015.175,0
47,270.361,1015.185,0
48,270.355,1015.196,0
49,270.349,1015.206,0
50,270.344,1015.216,0
51,270.338,1015.226,0
52,270.333,1015.236,0
53,270.327,1015.246,0
54,270.322,1015.256,0
55,270.316,1015.266,0
56,270.31,1015.276,0
57,270.305,1015.286,0
58,270.299,1015.296,0
59,270.294,1015.306,0
60,270.288,1015.316,0
61,270.282,1015.326,0
62,270.277,1015.336,0
63,270.271,1015.346,0
64,270.266,1015.356,0
65,270.26,1015.366,0
66,270.255,1015.376,0
67,270.249,1015.387,0
68,270.243,1015.397,0
69,270.238,1015.407,0
70,270.232,1015.417,0
71,270.227,1015.427,0
72,270.221,1015.437,0
73,270.216,1015.447,0
74,270.21,1015.457,0
75,270.204,1015.467,0
76,270.199,1015.477,0
77,270.193,1015.487,0
78,270.188,1015.497,0
79,270.182,1015.507,0
80,270.177,1015.517,0
81,270.171,1015.527,0
82,270.165,1015.537,0
83,270.16,1015.547,0
84,270.154,1015.557,0
85,270.149,1015.567,0
86,270.143,1015.578,0
87,270.138,1015.588,0
88,270.132,1015.598,0
89,270.126,1015.608,0
90,270.121,1015.618,0
91,270.115,1015.628,0
92,270.11,1015.638,0
93,270.104,1015.648,0
94,270.099,1015.658,0
95,270.093,1015.668,0
96,270.087,1015.678,0
97,270.082,1015.688,0
98,270.076,1015.698,0
99,270.071,1015.708,0
100,270.065,1015.718,0
101,270.059,1015.728,0
102,270.054,1015.738,0
103,270.048,1015.748,0
104,270.043,1015.759,0
105,270.037,1015.769,0
106,270.032,1015.779,0
107,270.026,1015.789,0
108,270.02,1015.799,0
109,270.015,1015.809,0
110,270.009,1015.819,0
111,270.004,1015.829,0
112,269.998,1015.839,0
113,269.993,1015.849,0
114,269.987,1015.859,0
115,269.981,1015.869,0
116,269.976,1015.879,0
117,269.97,1015.889,0
118,269.965,1015.899,0
119,269.959,1015.909,0
120,269.954,1015.919,0
121,269.948,1015.929,0
122,269.942,1015.939,0
123,269.937,1015.95,0
