t,x,y,label
1,124.49,241.524,0
2,123.221,240.819,0
3,121.952,240.114,0
4,120.682,239.409,0
5,119.413,238.703,0
6,118.144,237.998,0
7,116.875,237.293,0
8,115.605,236.588,0
9,114.336,235.883,0
10,113.067,235.178,0
11,111.798,234.472,0
12,110.528,233.767,0
13,109.259,233.062,0
14,107.99,232.357,0
15,106.59,231.624,0
16,105.19,230.89,0
17,103.79,230.157,0
18,102.39,229.424,0
19,100.99,228.69,0
20,99.59,227.957,0
21,98.19,227.224,0
22,96.79,226.491,0
23,95.39,225.757,0
24,93.99,225.024,0
25,93.615,224.555,0
26,93.24,224.087,0
27,91.896,223.431,0
28,90.552,222.774,0
29,89.209,222.118,0
30,87.865,221.462,0
31,86.521,220.806,0
32,85.177,220.149,0
33,83.834,219.493,0
34,82.49,218.837,0
35,81.146,218.181,0
36,79.802,217.524,0
37,78.459,216.868,0
38,77.115,216.212,0
39,75.758,215.474,0
40,74.401,214.736,0
41,73.044,213.998,0
42,71.686,213.26,0
43,70.329,212.522,0
44,68.972,211.784,0
45,67.615,211.046,0
46,66.258,210.307,0
47,64.901,209.569,0
48,63.544,208.831,0
49,62.186,208.093,0
50,60.829,207.355,0
51,59.472,206.617,0
52,58.115,205.879,0
53,56.846,205.052,0
54,55.577,204.225,0
55,54.307,203.398,0
56,53.038,202.571,0
57,51.769,201.744,0
58,50.5,200.917,0
59,49.23,200.091,0
60,47.961,199.264,0
61,46.692,198.437,0
62,45.423,197.61,0
63,44.153,196.783,0
64,42.884,195.956,0
65,41.615,195.129,0
66,40.313,194.223,0
67,39.011,193.316,0
68,37.709,192.41,0
69,36.407,191.504,0
70,35.105,190.598,0
71,33.803,189.691,0
72,32.5,188.785,0
73,31.198,187.879,0
74,29.896,186.973,0
75,28.594,186.066,0
76,27.292,185.16,0
77,25.99,184.254,0
78,24.752,183.575,0
79,23.514,182.897,0
80,22.276,182.218,0
81,21.038,181.54,0
82,19.8,180.861,0
83,18.562,180.183,0
84,17.323,179.504,0
85,16.085,178.825,0
86,14.847,178.147,0
87,13.609,177.468,0
88,12.371,176.79,0
89,11.133,176.111,0
90,9.895,175.433,0
91,8.657,174.754,0
92,6.22,173.879,0
93,3.782,173.004,0
94,2.407,171.879,0
