t,x,y,label
247,149.0,1.0,0
248,151.0,2.0,0
249,152.0,3.0,0
250,153.0,4.0,0
251,154.0,5.0,0
252,155.0,7.0,0
253,157.0,9.0,0
254,157.0,10.0,0
255,158.0,11.0,0
256,159.0,12.0,0
257,160.0,14.0,0
258,161.0,15.0,0
259,162.0,16.0,0
260,163.0,17.0,0
261,164.0,17.0,0
262,165.0,18.0,0
263,166.0,20.0,0
264,168.0,21.0,0
265,169.0,21.0,0
266,170.0,23.0,0
267,170.0,25.0,0
268,171.0,25.0,0
269,172.0,26.0,0
270,172.0,27.0,0
271,173.0,28.0,0
272,174.0,29.0,0
273,174.0,30.0,0
274,175.0,31.0,0
275,175.0,32.0,0
276,177.0,33.0,0
277,178.0,34.0,0
278,179.0,35.0,0
279,180.0,37.0,0
280,182.0,37.0,0
281,183.0,39.0,0
282,183.0,40.0,0
283,184.0,42.0,0
284,185.0,43.0,0
285,186.0,43.0,0
286,187.0,44.0,0
287,189.0,44.0,0
288,190.0,45.0,0
289,191.0,47.0,0
290,191.0,48.0,0
291,192.0,48.0,0
292,193.0,50.0,0
293,194.0,50.0,0
294,196.0,51.0,0
295,197.0,52.0,0
296,197.0,54.0,0
297,198.0,55.0,0
298,199.0,56.0,0
299,199.0,57.0,0
300,200.0,58.0,0
