t,x,y,label
0,127.0,890.0,1
1,128.0,891.0,1
2,130.0,892.0,1
3,132.0,893.0,1
4,136.0,894.0,1
5,142.0,895.0,1
6,145.0,896.0,1
7,150.0,897.0,1
8,155.0,898.0,1
9,159.0,900.0,1
10,162.0,901.0,1
11,165.0,902.0,1
12,169.0,902.0,1
13,174.0,902.0,1
14,178.0,903.0,1
15,180.0,905.0,1
16,183.0,904.0,1
17,185.0,903.0,1
18,188.0,904.0,1
19,191.0,904.0,1
20,194.0,906.0,1
21,197.0,908.0,1
22,199.0,912.0,1
23,202.0,915.0,1
24,203.0,917.0,1
25,204.0,919.0,1
26,205.0,921.0,1
27,206.0,921.0,1
28,208.0,922.0,1
29,209.0,924.0,1
30,212.0,926.0,1
31,212.0,928.0,1
32,213.0,930.0,1
33,214.0,933.0,1
34,216.0,936.0,1
35,218.0,939.0,1
36,221.0,942.0,1
37,224.0,944.0,1
38,228.0,945.0,1
39,231.0,947.0,1
40,236.0,948.0,1
41,240.0,950.0,1
42,243.0,952.0,1
43,245.0,954.0,1
44,247.0,956.0,1
45,249.0,955.0,1
46,253.0,954.0,1
47,256.0,954.0,1
48,260.0,953.0,1
49,262.0,953.0,1
50,265.0,955.0,1
51,269.0,957.0,1
52,273.0,961.0,1
53,275.0,964.0,1
54,278.0,966.0,1
55,279.0,969.0,1
56,281.0,971.0,1
57,285.0,973.0,1
58,289.0,975.0,1
59,292.0,975.0,1
60,297.0,975.0,1
61,300.0,976.0,1
62,304.0,977.0,1
63,309.0,978.0,1
64,313.0,979.0,1
65,317.0,981.0,1
66,320.0,982.0,1
67,325.0,983.0,1
68,329.0,984.0,1
69,332.0,986.0,1
70,335.0,987.0,1
71,337.0,990.0,1
72,340.0,993.0,1
73,342.0,995.0,1
74,343.0,1000.0,1
75,343.0,1005.0,1
76,343.0,1010.0,1
77,342.0,1014.0,1
78,340.0,1018.0,1
79,341.0,1023.0,1
