t,x,y,label
0,29.0,21.0,0
1,30.0,22.0,0
2,31.0,23.0,0
3,32.0,25.0,0
4,33.0,27.0,0
5,33.0,28.0,0
6,34.0,29.0,0
7,35.0,29.0,0
8,35.0,30.0,0
9,37.0,31.0,0
10,38.0,32.0,0
11,39.0,32.0,0
12,40.0,34.0,0
13,41.0,34.0,0
14,42.0,35.0,0
15,43.0,35.0,0
16,44.0,36.0,0
17,45.0,36.0,0
18,47.0,36.0,0
19,47.0,37.0,0
20,48.0,39.0,0
21,50.0,40.0,0
22,52.0,40.0,0
23,53.0,41.0,0
24,54.0,43.0,0
25,56.0,45.0,0
26,57.0,46.0,0
27,58.0,47.0,0
28,59.0,48.0,0
29,59.0,49.0,0
30,60.0,50.0,0
31,61.0,50.0,0
32,62.0,52.0,0
33,62.0,53.0,0
34,63.0,54.0,0
35,64.0,55.0,0
36,65.0,56.0,0
37,66.0,58.0,0
38,68.0,58.0,0
39,69.0,60.0,0
40,70.0,61.0,0
41,71.0,61.0,0
42,73.0,62.0,0
43,74.0,62.0,0
44,75.0,63.0,0
45,76.0,64.0,0
46,76.0,66.0,0
47,77.0,67.0,0
48,79.0,68.0,0
49,79.0,69.0,0
50,81.0,70.0,0
51,82.0,71.0,0
52,83.0,72.0,0
53,84.0,73.0,0
54,84.0,74.0,0
55,85.0,75.0,0
56,86.0,76.0,0
57,87.0,77.0,0
58,88.0,78.0,0
59,88.0,79.0,0
60,89.0,80.0,0
61,91.0,81.0,0
62,92.0,83.0,0
63,93.0,84.0,0
64,94.0,85.0,0
65,95.0,86.0,0
66,96.0,88.0,0
67,98.0,89.0,0
68,100.0,89.0,0
69,102.0,90.0,0
70,102.0,91.0,0
71,102.0,92.0,0
72,102.0,93.0,0
73,103.0,95.0,0
74,104.0,96.0,0
75,105.0,96.0,0
76,106.0,97.0,0
77,107.0,98.0,0
78,108.0,99.0,0
79,108.0,100.0,0
80,108.0,102.0,0
81,109.0,103.0,0
82,110.0,104.0,0
83,111.0,105.0,0
84,113.0,106.0,0
85,114.0,107.0,0
86,114.0,107.0,0
87,116.0,108.0,0
88,116.0,109.0,0
89,116.0,110.0,0
90,118.0,111.0,0
91,119.0,112.0,0
92,121.0,113.0,0
93,122.0,113.0,0
94,123.0,115.0,0
95,125.0,116.0,0
96,126.0,117.0,0
97,127.0,118.0,0
98,128.0,118.0,0
99,129.0,119.0,0
100,129.0,120.0,0
101,130.0,121.0,0
102,130.0,122.0,0
103,131.0,123.0,0
104,132.0,124.0,0
105,132.0,124.0,0
106,133.0,126.0,0
107,135.0,127.0,0
108,136.0,128.0,0
109,137.0,129.0,0
110,139.0,129.0,0
111,140.0,130.0,0
112,141.0,131.0,0
113,142.0,132.0,0
114,143.0,132.0,0
115,144.0,133.0,0
116,145.0,134.0,0
117,145.0,136.0,0
118,146.0,136.0,0
119,148.0,138.0,0
120,150.0,138.0,0
121,151.0,140.0,0
122,152.0,141.0,0
123,152.0,142.0,0
124,153.0,142.0,0
125,155.0,143.0,0
126,156.0,144.0,0
127,156.0,145.0,0
128,157.0,146.0,0
129,158.0,146.0,0
130,159.0,147.0,0
131,160.0,148.0,0
132,161.0,149.0,0
133,161.0,151.0,0
134,163.0,152.0,0
135,164.0,152.0,0
136,164.0,153.0,0
137,165.0,155.0,0
138,166.0,156.0,0
139,167.0,157.0,0
140,169.0,158.0,0
141,170.0,159.0,0
142,171.0,160.0,0
143,172.0,162.0,0
144,174.0,162.0,0
145,175.0,163.0,0
146,176.0,163.0,0
147,177.0,164.0,0
148,178.0,165.0,0
149,180.0,166.0,0
150,181.0,167.0,0
151,181.0,167.0,0
152,182.0,169.0,0
153,183.0,170.0,0
154,184.0,171.0,0
155,185.0,172.0,0
156,185.0,173.0,0
157,186.0,174.0,0
158,187.0,175.0,0
159,188.0,176.0,0
160,188.0,176.0,0
161,189.0,177.0,0
162,191.0,178.0,0
163,191.0,179.0,0
164,191.0,179.0,0
165,193.0,180.0,0
166,194.0,181.0,0
167,195.0,182.0,0
168,197.0,183.0,0
169,198.0,184.0,0
170,200.0,185.0,0
171,201.0,187.0,0
172,203.0,188.0,0
173,203.0,189.0,0
174,204.0,190.0,0
175,205.0,192.0,0
176,206.0,193.0,0
177,207.0,194.0,0
178,208.0,195.0,0
179,209.0,196.0,0
180,211.0,197.0,0
181,212.0,198.0,0
182,213.0,199.0,0
183,215.0,199.0,0
184,215.0,201.0,0
185,217.0,202.0,0
186,218.0,203.0,0
187,219.0,204.0,0
188,220.0,205.0,0
189,222.0,207.0,0
