t,x,y,label
1,777.0,399.0,1
2,777.0,410.0,1
3,773.0,429.0,1
4,771.0,444.0,1
5,766.5,455.5,1
6,762.0,467.0,1
7,751.0,484.0,1
8,743.0,495.0,1
9,734.0,507.0,1
10,730.5,518.5,1
11,727.0,530.0,1
12,722.667,543.0,1
13,718.333,556.0,1
14,714.0,569.0,1
15,709.0,582.25,1
16,704.0,595.5,1
17,699.0,608.75,1
18,694.0,622.0,1
19,688.667,635.667,1
20,683.333,649.333,1
21,678.0,663.0,1
22,673.667,678.0,1
23,669.333,693.0,1
24,665.0,708.0,1
25,662.333,721.0,1
26,659.667,734.0,1
27,657.0,747.0,1
28,654.5,761.5,1
29,652.0,776.0,1
30,648.0,792.0,1
31,644.0,808.0,1
32,642.5,820.5,1
33,641.0,833.0,1
34,634.0,848.0,1
35,628.0,858.5,1
36,622.0,869.0,1
37,617.5,881.0,1
38,613.0,893.0,1
39,604.0,902.5,1
40,595.0,912.0,1
41,588.5,923.5,1
42,582.0,935.0,1
43,581.5,948.5,1
44,581.0,962.0,1
45,584.0,972.0,1
46,588.0,987.5,1
47,592.0,1003.0,1
48,596.0,1014.0,1
