t,x,y,label
0,849.0,799.0,0
1,850.0,800.0,0
2,851.0,801.0,0
3,853.0,801.0,0
4,854.0,802.0,0
5,854.0,802.0,0
6,856.0,803.0,0
7,857.0,804.0,0
8,857.0,804.0,0
9,859.0,805.0,0
10,860.0,806.0,0
11,861.0,807.0,0
12,862.0,808.0,0
13,864.0,809.0,0
14,865.0,811.0,0
15,866.0,811.0,0
16,867.0,812.0,0
17,867.0,813.0,0
18,868.0,814.0,0
19,870.0,816.0,0
20,871.0,818.0,0
21,873.0,819.0,0
22,873.0,820.0,0
23,873.0,820.0,0
24,875.0,821.0,0
25,876.0,822.0,0
26,877.0,823.0,0
27,878.0,824.0,0
28,879.0,824.0,0
29,879.0,826.0,0
30,880.0,827.0,0
31,880.0,828.0,0
32,880.0,830.0,0
33,882.0,831.0,0
34,883.0,831.0,0
35,884.0,833.0,0
36,885.0,834.0,0
37,886.0,834.0,0
38,888.0,836.0,0
39,889.0,837.0,0
40,889.0,837.0,0
41,890.0,838.0,0
42,891.0,839.0,0
43,892.0,839.0,0
44,892.0,841.0,0
45,892.0,842.0,0
46,894.0,843.0,0
47,895.0,844.0,0
48,896.0,844.0,0
49,897.0,845.0,0
50,897.0,845.0,0
51,898.0,846.0,0
52,900.0,847.0,0
53,900.0,848.0,0
54,901.0,850.0,0
55,902.0,850.0,0
56,903.0,852.0,0
57,905.0,853.0,0
58,906.0,853.0,0
59,908.0,854.0,0
60,909.0,856.0,0
61,910.0,857.0,0
62,911.0,859.0,0
63,913.0,860.0,0
64,913.0,861.0,0
65,915.0,862.0,0
66,915.0,863.0,0
67,917.0,864.0,0
68,918.0,866.0,0
69,920.0,866.0,0
70,920.0,867.0,0
71,921.0,868.0,0
72,922.0,869.0,0
73,922.0,870.0,0
74,923.0,872.0,0
75,924.0,872.0,0
76,926.0,872.0,0
77,926.0,873.0,0
78,928.0,874.0,0
79,929.0,875.0,0
80,930.0,875.0,0
81,931.0,877.0,0
82,932.0,878.0,0
83,933.0,880.0,0
84,934.0,881.0,0
85,936.0,882.0,0
86,936.0,883.0,0
87,937.0,883.0,0
88,938.0,884.0,0
89,940.0,885.0,0
90,941.0,886.0,0
91,942.0,886.0,0
92,944.0,887.0,0
93,945.0,888.0,0
94,946.0,889.0,0
95,947.0,890.0,0
96,949.0,891.0,0
97,950.0,893.0,0
98,951.0,893.0,0
99,951.0,895.0,0
100,952.0,896.0,0
101,954.0,896.0,0
102,954.0,897.0,0
103,956.0,897.0,0
104,957.0,898.0,0
105,958.0,899.0,0
106,960.0,900.0,0
107,961.0,901.0,0
108,961.0,902.0,0
109,962.0,904.0,0
110,963.0,904.0,0
111,965.0,905.0,0
112,966.0,906.0,0
113,967.0,907.0,0
114,967.0,909.0,0
115,969.0,909.0,0
116,969.0,910.0,0
117,971.0,912.0,0
118,972.0,912.0,0
119,973.0,913.0,0
120,974.0,914.0,0
121,975.0,914.0,0
122,976.0,916.0,0
123,978.0,916.0,0
124,979.0,917.0,0
125,981.0,918.0,0
126,983.0,919.0,0
127,984.0,919.0,0
128,985.0,920.0,0
129,987.0,920.0,0
130,987.0,921.0,0
131,989.0,922.0,0
132,990.0,923.0,0
133,991.0,924.0,0
134,992.0,925.0,0
135,992.0,926.0,0
136,994.0,928.0,0
137,995.0,928.0,0
138,995.0,929.0,0
139,996.0,929.0,0
140,997.0,931.0,0
141,998.0,931.0,0
142,998.0,932.0,0
143,1000.0,933.0,0
144,1002.0,934.0,0
145,1003.0,935.0,0
146,1004.0,936.0,0
147,1006.0,936.0,0
148,1006.0,938.0,0
149,1007.0,938.0,0
150,1008.0,940.0,0
151,1009.0,941.0,0
152,1010.0,941.0,0
153,1011.0,942.0,0
154,1012.0,944.0,0
155,1012.0,946.0,0
156,1013.0,946.0,0
157,1015.0,947.0,0
158,1016.0,948.0,0
159,1017.0,949.0,0
160,1018.0,950.0,0
161,1019.0,950.0,0
162,1020.0,950.0,0
163,1020.0,951.0,0
164,1021.0,952.0,0
165,1022.0,953.0,0
166,1022.0,955.0,0
167,1023.0,957.0,0
