t,x,y,label
0,426.0,914.0,1
1,425.0,914.0,1
2,426.0,915.0,1
3,425.0,915.0,1
4,426.0,915.0,1
5,428.0,916.0,1
6,429.0,917.0,1
7,430.0,919.0,1
8,431.0,919.0,1
9,430.0,917.0,1
10,431.0,916.0,1
11,431.0,917.0,1
12,432.0,917.0,1
13,433.0,915.0,1
14,435.0,913.0,1
15,434.0,910.0,1
16,432.0,907.0,1
17,432.0,904.0,1
18,431.0,901.0,1
19,430.0,897.0,1
20,430.0,895.0,1
21,429.0,894.0,1
22,428.0,894.0,1
23,429.0,892.0,1
24,431.0,890.0,1
25,433.0,888.0,1
26,434.0,886.0,1
27,434.0,884.0,1
28,435.0,881.0,1
29,435.0,877.0,1
30,436.0,876.0,1
31,438.0,875.0,1
32,441.0,874.0,1
33,443.0,874.0,1
34,447.0,873.0,1
35,449.0,872.0,1
36,451.0,872.0,1
37,452.0,871.0,1
38,453.0,871.0,1
39,454.0,871.0,1
40,455.0,871.0,1
41,458.0,868.0,1
42,461.0,865.0,1
43,464.0,863.0,1
44,466.0,859.0,1
45,468.0,857.0,1
46,468.0,856.0,1
47,471.0,857.0,1
48,475.0,858.0,1
49,477.0,860.0,1
50,481.0,861.0,1
51,484.0,860.0,1
52,488.0,860.0,1
53,490.0,860.0,1
54,491.0,860.0,1
55,492.0,861.0,1
56,492.0,861.0,1
57,490.0,861.0,1
58,488.0,861.0,1
59,487.0,861.0,1
60,487.0,862.0,1
61,486.0,863.0,1
62,484.0,864.0,1
63,482.0,866.0,1
64,481.0,867.0,1
65,480.0,868.0,1
66,479.0,869.0,1
67,480.0,868.0,1
68,480.0,866.0,1
69,481.0,862.0,1
70,483.0,859.0,1
71,485.0,856.0,1
72,487.0,854.0,1
73,487.0,853.0,1
74,487.0,852.0,1
75,486.0,850.0,1
76,485.0,847.0,1
77,483.0,844.0,1
78,482.0,841.0,1
79,482.0,839.0,1
80,483.0,839.0,1
81,484.0,839.0,1
82,485.0,839.0,1
83,486.0,838.0,1
84,486.0,835.0,1
85,487.0,831.0,1
86,487.0,827.0,1
87,485.0,824.0,1
88,485.0,821.0,1
89,487.0,821.0,1
90,489.0,819.0,1
91,491.0,818.0,1
92,492.0,816.0,1
93,492.0,815.0,1
94,493.0,816.0,1
95,495.0,817.0,1
96,496.0,817.0,1
97,497.0,816.0,1
98,497.0,815.0,1
99,495.0,813.0,1
100,494.0,811.0,1
101,491.0,809.0,1
102,487.0,807.0,1
103,484.0,805.0,1
104,482.0,802.0,1
105,481.0,800.0,1
106,480.0,798.0,1
107,480.0,796.0,1
108,481.0,795.0,1
109,482.0,795.0,1
110,481.0,794.0,1
111,481.0,795.0,1
112,482.0,795.0,1
113,481.0,797.0,1
114,482.0,800.0,1
115,482.0,802.0,1
116,483.0,805.0,1
117,484.0,806.0,1
118,485.0,809.0,1
119,485.0,812.0,1
120,484.0,816.0,1
121,484.0,820.0,1
122,484.0,824.0,1
123,486.0,828.0,1
124,488.0,831.0,1
125,489.0,836.0,1
126,490.0,839.0,1
127,492.0,844.0,1
128,492.0,850.0,1
129,494.0,853.0,1
130,495.0,856.0,1
131,496.0,857.0,1
132,498.0,861.0,1
133,499.0,863.0,1
134,500.0,867.0,1
135,501.0,870.0,1
136,503.0,874.0,1
137,506.0,877.0,1
138,509.0,880.0,1
139,510.0,882.0,1
140,512.0,884.0,1
141,513.0,887.0,1
142,515.0,890.0,1
143,515.0,893.0,1
144,516.0,897.0,1
145,516.0,902.0,1
146,514.0,907.0,1
147,511.0,912.0,1
148,509.0,917.0,1
149,505.0,919.0,1
150,502.0,921.0,1
151,501.0,921.0,1
152,500.0,919.0,1
153,500.0,917.0,1
154,500.0,917.0,1
155,501.0,918.0,1
156,501.0,918.0,1
157,502.0,919.0,1
158,502.0,920.0,1
159,503.0,921.0,1
160,503.0,923.0,1
161,503.0,924.0,1
162,503.0,927.0,1
163,502.0,929.0,1
164,499.0,932.0,1
165,498.0,933.0,1
166,496.0,935.0,1
167,496.0,937.0,1
168,495.0,939.0,1
169,495.0,938.0,1
170,495.0,938.0,1
171,496.0,939.0,1
172,496.0,938.0,1
173,496.0,939.0,1
174,496.0,940.0,1
175,495.0,941.0,1
176,493.0,942.0,1
177,492.0,944.0,1
178,492.0,946.0,1
179,492.0,946.0,1
180,494.0,948.0,1
181,494.0,948.0,1
182,496.0,950.0,1
183,497.0,951.0,1
184,497.0,952.0,1
185,497.0,953.0,1
186,499.0,954.0,1
187,498.0,955.0,1
188,499.0,955.0,1
189,499.0,956.0,1
190,501.0,958.0,1
191,502.0,960.0,1
192,504.0,962.0,1
193,506.0,964.0,1
194,509.0,965.0,1
195,513.0,966.0,1
196,518.0,965.0,1
197,522.0,964.0,1
198,525.0,962.0,1
199,528.0,959.0,1
200,529.0,957.0,1
201,531.0,956.0,1
202,531.0,956.0,1
203,533.0,954.0,1
204,534.0,954.0,1
205,535.0,954.0,1
206,536.0,954.0,1
207,538.0,952.0,1
208,540.0,951.0,1
209,542.0,949.0,1
210,543.0,948.0,1
211,544.0,948.0,1
212,544.0,948.0,1
213,546.0,950.0,1
214,548.0,951.0,1
215,549.0,951.0,1
216,551.0,951.0,1
217,552.0,951.0,1
218,554.0,953.0,1
219,556.0,954.0,1
220,558.0,956.0,1
221,561.0,957.0,1
222,563.0,960.0,1
223,567.0,965.0,1
224,570.0,968.0,1
225,574.0,973.0,1
226,578.0,976.0,1
227,582.0,980.0,1
228,586.0,982.0,1
229,590.0,984.0,1
230,594.0,986.0,1
231,597.0,989.0,1
232,600.0,992.0,1
233,604.0,994.0,1
234,608.0,995.0,1
235,612.0,996.0,1
236,616.0,995.0,1
237,619.0,997.0,1
238,620.0,999.0,1
239,622.0,1001.0,1
240,623.0,1002.0,1
241,623.0,1003.0,1
242,623.0,1006.0,1
243,623.0,1008.0,1
244,623.0,1013.0,1
245,624.0,1017.0,1
246,627.0,1020.0,1
247,630.0,1023.0,1
248,633.0,1024.0,1
