t,x,y,label
142,382.147,1022.807,0
143,384.536,1018.499,0
144,386.924,1014.191,0
145,389.313,1009.883,0
146,391.702,1005.576,0
147,394.091,1001.268,0
148,396.479,996.96,0
149,398.868,992.652,0
150,401.257,988.344,0
151,403.646,984.036,0
152,406.034,979.728,0
153,408.423,975.42,0
154,410.812,971.113,0
155,413.201,966.805,0
156,415.589,962.497,0
157,417.978,958.189,0
158,420.367,953.881,0
159,422.756,949.573,0
160,425.144,945.265,0
161,427.533,940.957,0
162,429.922,936.65,0
163,432.311,932.342,0
164,434.699,928.034,0
165,437.088,923.726,0
166,439.477,919.418,0
167,441.866,915.11,0
168,444.254,910.802,0
169,446.643,906.494,0
170,449.032,902.187,0
171,451.421,897.879,0
172,453.809,893.571,0
173,456.198,889.263,0
174,458.539,884.871,0
175,460.879,880.479,0
176,463.22,876.087,0
177,465.561,871.695,0
178,467.901,867.303,0
179,470.242,862.911,0
180,472.583,858.519,0
181,474.924,854.127,0
182,477.264,849.735,0
183,479.605,845.343,0
184,481.946,840.951,0
185,484.286,836.559,0
186,486.627,832.167,0
187,488.968,827.775,0
188,491.308,823.383,0
189,493.649,818.991,0
190,495.99,814.599,0
191,498.33,810.207,0
192,500.671,805.815,0
193,503.012,801.423,0
194,505.352,797.031,0
195,507.693,792.639,0
196,510.034,788.247,0
197,512.375,783.855,0
198,514.715,779.463,0
199,517.056,775.071,0
200,519.397,770.679,0
201,521.737,766.287,0
202,524.078,761.895,0
203,526.58,757.597,0
204,529.081,753.298,0
205,531.583,749.0,0
206,534.085,744.701,0
207,536.587,740.403,0
208,539.088,736.104,0
209,541.59,731.806,0
210,544.092,727.507,0
211,546.593,723.209,0
212,549.095,718.91,0
213,551.597,714.612,0
214,554.099,710.314,0
215,556.6,706.015,0
216,559.102,701.717,0
217,561.604,697.418,0
218,564.105,693.12,0
219,566.607,688.821,0
220,569.109,684.523,0
221,571.611,680.224,0
222,574.112,675.926,0
223,576.614,671.628,0
224,579.116,667.329,0
225,581.617,663.031,0
226,584.119,658.732,0
227,586.621,654.434,0
228,589.123,650.135,0
229,591.624,645.837,0
230,594.126,641.538,0
231,596.628,637.24,0
232,599.129,632.941,0
233,601.631,628.643,0
234,604.133,624.345,0
235,606.635,620.046,0
236,609.136,615.748,0
237,611.638,611.449,0
238,614.14,607.151,0
239,616.641,602.852,0
240,619.143,598.554,0
241,621.645,594.255,0
242,624.147,589.957,0
243,626.648,585.658,0
244,629.15,581.36,0
245,631.62,577.26,0
246,634.091,573.159,0
247,636.561,569.059,0
248,639.032,564.959,0
249,641.502,560.859,0
250,643.973,556.759,0
251,646.443,552.658,0
252,648.913,548.558,0
253,651.384,544.458,0
254,653.854,540.357,0
255,656.325,536.257,0
256,658.795,532.157,0
257,661.266,528.057,0
258,663.736,523.957,0
259,666.207,519.856,0
260,668.677,515.756,0
261,671.341,511.448,0
262,674.004,507.139,0
263,676.668,502.831,0
264,679.331,498.523,0
265,681.995,494.215,0
266,684.659,489.906,0
267,687.322,485.598,0
268,689.986,481.29,0
269,692.649,476.982,0
270,695.313,472.673,0
271,697.976,468.365,0
272,700.64,464.057,0
273,703.304,459.749,0
274,705.967,455.44,0
275,708.631,451.132,0
276,711.294,446.824,0
277,713.958,442.515,0
278,716.622,438.207,0
279,719.285,433.899,0
280,721.949,429.591,0
281,724.612,425.282,0
282,727.276,420.974,0
283,729.94,416.666,0
284,732.603,412.358,0
285,735.267,408.049,0
286,737.93,403.741,0
287,740.594,399.433,0
288,743.257,395.125,0
289,745.921,390.816,0
290,748.585,386.508,0
291,751.248,382.2,0
292,753.912,377.892,0
293,756.575,373.583,0
294,759.239,369.275,0
295,761.857,365.081,0
296,764.476,360.887,0
297,767.094,356.693,0
298,769.713,352.498,0
299,772.331,348.304,0
300,774.95,344.11,0
301,777.568,339.916,0
302,780.187,335.722,0
303,782.805,331.528,0
304,785.423,327.334,0
305,788.042,323.14,0
306,790.66,318.945,0
307,793.279,314.751,0
308,795.897,310.557,0
309,798.516,306.363,0
310,801.134,302.169,0
311,803.753,297.975,0
312,806.371,293.781,0
313,808.99,289.587,0
314,811.608,285.392,0
315,814.226,281.198,0
316,816.845,277.004,0
317,819.463,272.81,0
318,822.082,268.616,0
319,824.7,264.422,0
320,827.319,260.228,0
321,829.937,256.034,0
322,832.556,251.839,0
323,835.174,247.645,0
324,837.793,243.451,0
325,840.411,239.257,0
326,843.029,235.063,0
327,845.648,230.869,0
328,848.266,226.675,0
329,850.885,222.481,0
330,853.503,218.286,0
331,856.122,214.092,0
332,858.74,209.898,0
333,861.359,205.704,0
334,863.977,201.51,0
335,866.849,197.225,0
336,869.722,192.941,0
337,872.594,188.656,0
338,875.466,184.372,0
339,878.339,180.087,0
340,881.211,175.803,0
341,884.083,171.518,0
342,886.956,167.234,0
343,889.828,162.949,0
344,892.455,158.79,0
345,895.082,154.63,0
346,897.708,150.471,0
347,900.335,146.312,0
348,902.962,142.152,0
349,905.589,137.993,0
350,908.215,133.834,0
351,910.842,129.674,0
352,913.469,125.515,0
353,916.096,121.356,0
354,918.723,117.196,0
355,921.349,113.037,0
356,923.976,108.878,0
357,926.603,104.718,0
358,929.23,100.559,0
359,931.856,96.4,0
360,934.483,92.24,0
361,937.11,88.081,0
362,939.955,83.982,0
363,942.799,79.883,0
364,945.644,75.784,0
365,948.488,71.685,0
366,951.333,67.586,0
367,954.177,63.487,0
368,957.022,59.388,0
369,959.866,55.289,0
370,962.711,51.19,0
371,965.556,47.09,0
372,968.4,42.991,0
373,971.245,38.892,0
374,974.089,34.793,0
375,976.934,30.694,0
376,979.778,26.595,0
377,982.623,22.496,0
378,985.467,18.397,0
379,988.312,14.298,0
380,990.619,10.264,0
381,992.926,6.23,0
382,995.233,2.196,0
